Y,MLR_YH,ANN_YH,GWR_YH,GWANN_YH,AGWNN_YH
2.35996952825801,7.42908382641839,7.10898771401724,2.88576636952964,3.07170537864381,2.36182554994761
2.20272568126019,5.34343082664434,5.18233166750727,2.4382124544715,2.47329051042352,2.23021678334362
3.10120023761212,5.25366255455302,5.42411071521907,3.38706800175595,3.25036183573442,3.17156462608407
2.32822581068752,3.96531636607306,3.89859515227888,2.29333419672157,2.48673393251477,2.54011300408642
4.09302903136787,6.93349980269606,6.75365153238214,4.4608470502203,4.53982297881854,3.91678787186937
4.58973981000277,7.06656548198119,6.93820730862371,4.49659048088037,4.57160744597151,4.7530907508056
4.26391687125316,6.59702540180479,6.45197094454952,4.1953500261839,4.19145418203841,4.21723634947862
4.66797931399271,8.32812268094769,8.48202269089569,4.9731891037939,5.25874338675307,4.66681882299287
2.54972512266638,4.43212225909025,4.79092633395201,2.83727155765036,2.86385740678596,2.58945831828951
3.19510654059779,5.02133840556633,5.18688563288485,3.17605889601057,2.97147538396098,3.06009257578735
3.06504107601442,4.84034546049727,4.89939321670939,3.19871746362008,2.97121445190755,3.03358950113362
2.41205937154134,4.03415906481766,4.23680559507537,2.9109216046841,3.08222803416469,2.48292712385532
4.74279066135214,5.52435825504698,5.82631624758482,4.28381089431863,4.47924330174004,4.67440716622249
3.77571898511114,3.77313788160491,3.78434083491934,3.38198462127432,3.42843292790517,3.66736348724225
5.82508326676486,6.77389503493134,6.62956552335319,5.9630333417202,5.85475956703383,5.80367121746689
2.31646906520423,3.17929054857437,2.84437332534322,2.48547355536504,2.82694988254052,2.33305194745918
7.54369636151706,8.41860395259459,8.58815302754076,7.61267575821989,7.65123775778224,7.695052251814
2.3182605821153,3.00980549997483,2.40664536628814,2.20497777162484,2.26828371293807,2.32593538785898
2.76380463001627,5.67780753019399,5.86528923025201,3.3824642485947,3.10769600100444,2.91870944539564
3.42015524562761,4.74012123149834,5.02601849877821,3.42549009627774,3.07904789481586,3.37084172651168
2.41928939409934,4.82549953234354,5.11460329575089,2.65312074259314,2.56723517708861,2.36063499247225
2.00272452097349,3.37547394548899,3.28705365722,2.2708012043054,2.43278248477494,2.26860726369244
2.24748013185507,3.4839887244888,3.29467321476738,2.03401793866697,2.52157754391911,2.02625112850953
3.30609295443455,5.80925595876587,5.70240382504053,3.42148619174838,3.43968518512804,3.34528670489636
6.2874192604613,7.21392178501754,7.00287739998468,6.27652328467118,6.33366583393534,6.34649275200049
4.46435637655424,5.3810103789327,5.47039447960209,4.44326867306446,4.23943685667587,4.32459013151031
2.69848576247282,3.53815230725957,3.44871784970769,2.80121114462393,2.92688952980277,2.68179017771051
3.5923783637765,5.68036547647278,5.6006299314075,3.76199712777403,3.70480334870639,3.47146611087705
2.99418454164564,4.69514183482546,4.7023537246733,3.11662257328113,3.07709832394533,3.11102643188886
2.67872555060015,4.16142051188728,4.39489334932585,2.84275185658351,2.9483222678927,2.6281871860396
2.51776198689697,5.58767306977163,5.88537064577715,3.52715528333287,3.75355250136556,2.54930667454038
4.42644965986267,7.77057540395359,7.71402155206169,5.45251796627784,5.54813961797506,4.38939023343387
4.95383930047041,6.4837081797128,6.40743393965865,5.2385155202052,5.02033249669917,4.95751961581419
6.36982962678767,7.20503770387285,7.4170898838792,6.50003063558994,6.24219842672605,6.367084335531
2.1840522362281,3.06449365980952,2.56800056439105,2.53254169014455,2.97924885839202,2.41024423466589
5.2175659807124,5.11035712188332,5.2804560983245,5.27925801837487,5.1175343236283,5.07942130137187
7.53935351589569,8.4159702418145,8.12288166572691,7.51302988240292,7.65256094531434,7.37050912011216
7.03929950600164,8.58996030893611,8.8816629165292,7.8308184501032,7.84761362686387,7.05718408702579
2.63280373591829,4.61613977747868,4.98877323665073,3.00885903641013,2.95684730748141,2.48527333691253
4.20071466746585,6.2802171668318,6.21151587685076,4.57565140240984,4.21866136367607,4.11982793334713
3.43725398688483,7.57532633164377,7.3609098502282,3.76514690459995,3.71948064302448,3.55699762552686
4.50979443521184,9.25490008029613,9.1616510232988,5.4249693245688,5.87124215569541,4.34945420381636
4.08846574758677,7.37615554404251,7.51025670937802,4.08554763925547,3.86690379418724,4.30355062060254
4.95865465363202,4.80858663156134,5.15506812925885,5.15747352308701,5.05466183879903,5.07410633445352
4.14019561394964,3.51568365249243,3.54647953538576,3.39194695303149,3.2909558494907,4.17938577252896
4.31160434264496,6.03602306375302,5.94453786924966,4.29871809150023,4.14337935308141,4.34682004735472
3.87449818272649,5.7970036336165,5.68260921129688,3.79694702108453,3.7247782279058,3.97747643024293
1.72427171892243,2.82477732012795,1.75533545759999,1.69268552402111,2.47775059676707,1.8421878003438
4.7300343038227,5.25216589531271,5.52365157456324,4.52330123836538,4.49717409041134,4.57226982507145
5.67255737280403,8.91395794325997,8.92350726624058,6.44725219666504,6.50866519681972,5.68693323996449
3.30458198932341,4.06535375637646,4.35943168669694,3.25221324828367,3.48274295260442,3.21366984489104
2.72485422707246,3.49307560615991,3.51450963715816,3.04984746772501,3.46753733636423,2.73925183508951
4.86904553766246,5.47886607915375,5.31577466994129,4.67414789108351,4.2335160708782,4.91895546590098
7.63346316710419,8.18689515454312,7.9670811065483,7.87678697427403,7.75193768004366,7.77380275713827
3.17666801098097,3.25514555927105,2.99307728785743,2.93042243838494,3.5025569493559,3.06885629456372
8.77829455509409,7.70948168192527,7.33947834555636,8.07624943537728,8.39425336267938,8.89873465047611
4.9013653813009,4.45211187130855,4.80492553420667,5.08401816026289,5.11422210982839,5.03532397969298
3.12312486555559,3.25792677550075,3.02129419316766,3.20773267475942,3.30431524093607,3.08549904835196
3.284010541273,3.48958409323386,3.49117122529499,3.36895781757011,3.52668502330912,3.40920163544429
6.78859892467636,9.19693917791877,9.14266157955556,7.28945581430326,7.23044188703079,6.87851753623121
3.22170526041027,4.50815225338008,4.65274564553475,2.93193206584823,3.06469885059758,3.30075624388647
2.21702789583784,3.19553244046549,2.90217379323587,2.32650427504273,2.7798071472581,2.19136227032894
6.61962635820134,7.95614851972537,7.55104662043429,7.12952735319114,7.40965554078066,6.58117740490685
7.30638677403046,7.37549509518155,7.06066122352118,6.98018654645031,7.11350237443383,7.41457615938007
4.7979336332815,6.51550256523125,6.60769294477852,5.05960284479064,4.95747086071154,4.7098583708319
4.00327800487453,5.62507492232228,5.47705421783947,3.84884256620869,3.76779590971854,4.04646904376969
4.10611688794574,5.82380454679617,5.70482508607065,4.31178753488085,4.24305842629096,4.0373725526549
5.84148608535201,6.02964244778552,5.98358112734234,5.43781094522931,5.39615160392783,5.72153690781039
6.6236950681837,7.98659749781773,7.56633593705305,6.58402999916663,6.79586029779529,6.83579487148683
6.68917393490347,8.95694858968665,8.83410017654569,6.85731637051088,6.75320832184334,6.73829809924776
7.29668450204045,9.23972259986882,9.23794551503597,7.17868526185328,7.34297187840094,7.29022340569598
6.1765659200843,5.97604917328405,6.1979097401131,5.73025068016058,6.09374986260973,6.1145455171917
4.91286872961989,4.67350896584661,4.97233681315712,5.20684097040364,5.09520314437895,4.91966007339299
6.35014955846798,5.61030704738425,5.6030184550032,6.05188263901916,5.91419109297112,6.32184098111309
8.93919961159751,7.75250188329603,7.46252330073917,8.7073216007108,8.96101557013379,8.82692847763243
4.74598905747395,4.2725338117217,4.2515753390008,4.58786315526485,4.96696095699545,4.85450645602679
9.50177411256239,8.77051399351285,8.83290063832312,9.79521681685188,10.1077328479404,9.58179288127017
5.71887159439137,5.22683923926167,5.28390874017479,5.66585287775595,5.49630924297652,5.67917334452297
5.19818215233253,5.38243629407863,5.7331180107872,5.02576582607099,5.08993552593444,5.18452943506811
6.36783401430671,7.16512658914932,6.93758787843904,6.02874727554381,5.91635833149676,6.38233113872397
4.98230178701846,6.8000290850562,6.61999013301321,5.3926624629888,5.23166204175153,5.02913534528276
3.05801113460201,4.43715586089598,4.60795848100304,3.32671610236354,3.35747785473657,3.14987183274633
5.51796949336333,5.32833917732324,5.53056108900123,5.31600499193169,5.29788238166178,5.43654633540375
8.83594118186811,8.65417891924926,8.24985085014193,8.78352153258899,9.12628194366845,8.95290050249827
9.73473414205321,8.64610098369766,8.62980162195994,9.12960119226595,9.40587843457755,9.96219170741351
7.50254681617237,6.67634438286131,6.49085190094317,6.93412411772441,6.91853541210593,7.47069084018892
4.99231016856759,6.28557964568654,6.23467981485605,5.04024901386562,5.1511848976387,4.97543108235171
7.69794511745068,7.05809107310159,6.85484759147399,7.45736327581461,7.65299818079209,7.57346127722468
6.85162854167021,7.4514859762589,7.32158293242737,6.27468177883851,6.31478193193904,6.92205752039618
2.97263632240755,3.14146461662219,2.77498287504437,3.13714967193444,3.57883004095736,2.99336597464671
4.24609139491625,5.02255124457337,4.83912660746882,4.18256707161752,4.34556910445511,4.2442293848974
6.36889165241765,6.69267210163175,6.50753435174449,6.17123500237636,6.29776416820972,6.33629084330831
5.86810917852117,5.38182317108481,5.37507582330686,5.73833513468279,5.55610916986371,5.81654808179066
5.14362172995156,3.52969507328897,3.57203689165387,4.55324577465837,4.27400171655239,5.21143027234367
7.23543190771096,5.15493582853719,5.28732419901287,6.60534998988374,6.8916374304487,7.22838870243881
11.1922694225352,8.58265180269756,8.38145937708052,10.4198956486769,10.5956058082466,11.1333294897186
6.23085246597574,4.07482949836502,4.3487070546009,5.62599553680895,5.37814271500647,6.27382856299042
7.21980470519437,6.59373481674204,6.44253173290924,7.21610951663426,7.15301141071374,7.30397407997952
8.59159186319441,8.42670415032159,8.34902758721416,8.66610283806126,8.59686450787881,8.59235542317819
7.22409526850264,6.36419447149533,6.44750378652179,7.25443227149934,7.17869516261202,7.22211234158677
6.94831083533491,8.7201207837362,8.26947190729629,7.13953440503952,7.59133949301887,7.02006349309141
5.96252505020667,7.41821897309776,7.15501205190308,5.61740106026969,5.78910872745348,5.4896503838679
8.7483767142761,9.57995219419868,10.1570926964808,9.22435145277006,9.45890329931076,8.92945910137394
8.0783252212101,5.31305476535491,5.66172334704505,7.2893966083023,7.76777856690242,8.07128020562414
11.8086880012247,9.55469697852067,9.98503189235068,11.0745347970007,11.1113043692436,11.3204846948218
11.0477292431917,9.1206810283557,8.92172346255864,10.4616644729078,10.844946671379,11.4609498919241
8.3926099043189,7.3621575441261,7.05161316799503,8.22705858622257,8.69784543540661,8.78281103527358
6.34800384529424,6.65662797491396,6.48157464172106,6.2771828184255,6.39825351643405,6.1894964593125
3.96675853685872,5.09648539978845,4.89268701241169,3.85766193985398,4.10097307828013,3.99721524388414
4.06943431900223,4.59021319166182,4.70970046310806,4.36674244048148,4.43416118576443,3.91392145407661
5.39353047907576,5.87959139314528,5.88396431339117,5.53543314940541,5.69309965909648,5.37770892282959
6.53459064526796,6.10838727455335,6.1635593554453,6.44111610152248,6.55558453368702,6.55409127388686
4.82560853973185,3.45558225158785,3.42045502318436,4.09592483888148,3.7588906604662,4.74204075562945
10.7407504388522,8.64445532249825,8.18025168006405,10.4576742498757,10.4372604383573,10.711696313328
10.2495176237105,7.99488712990583,8.15346953489074,10.0044220835689,10.2091244277081,10.288211403618
6.03261086189196,4.58357025852362,4.68391543892997,5.78123362442962,6.03826787336929,5.92081738292369
10.5371562190541,8.29169830676378,7.84036648500195,9.72805403247074,9.76123948147068,10.5022205395575
