X1,X2,X3,Y,U,V,Beta0,Beta1,Beta2,Beta3
1.1131621652162,1.41676131076335,0.672123645327442,5.04846410956778,0,0,2,0,0,4
1.44980106528438,0.178780049902824,0.567377245077511,4.41075053330105,1.05263157894737,0,2,0.105263157894737,0.210859490603606,3.89163448340127
0.715121965900166,1.02877162832453,0.889235614156801,6.28313515698395,2.10526315789474,0,2,0.210526315789474,0.754514512859201,3.57828101879279
0.896845948970869,0.1336394725312,1.77384677552944,7.81632381508088,3.15789473684211,0,2,0.315789473684211,1.40169542465297,3.09389631624485
1.39108681191485,0.971914417339971,0.989428628986068,6.5576670272954,4.21052631578947,0,2,0.421052631578947,1.87947375120649,2.4909709742816
1.53163064628065,0.917161421907401,0.0640209542617116,4.7072081015273,5.26315789473684,0,2,0.526315789473684,1.98636130340272,1.83484130905534
1.3978823052528,0.82413049235042,1.99624405089048,6.65264076956729,6.31578947368421,0,2,0.631578947368421,1.67728157162574,1.19660915069406
1.86200378941941,1.30711919919191,0.580315568530936,5.04253637046755,7.36842105263158,0,2,0.736842105263158,1.08257934547233,0.645436856748518
0.191859854794405,1.25782828821795,1.55648255355188,2.92491912965069,8.42105263157895,0,2,0.842105263157895,0.453051841877573,0.241052497587022
0.774728781655114,0.858126703094442,1.09456433730056,3.22496340240307,9.47368421052632,0,2,0.947368421052632,0.0541827582993655,0.0272773931945554
0.972123786237314,0.525766977273874,1.31321781903948,3.10086223481446,10.5263157894737,0,2,1.05263157894737,0.054182758299365,0.0272773931945551
0.558307283197004,0.631290736235652,0.226269294426244,2.46660215009004,11.5789473684211,0,2,1.15789473684211,0.453051841877572,0.241052497587021
0.238246212498375,1.69510292951683,1.49672583901816,5.7088326823023,12.6315789473684,0,2,1.26315789473684,1.08257934547233,0.645436856748518
0.700809436226352,0.276911476181222,1.94006675737301,6.09722061994103,13.6842105263158,0,2,1.36842105263158,1.67728157162574,1.19660915069406
1.44990783440638,0.854924479917571,1.53168335294309,8.63547915513722,14.7368421052632,0,2,1.47368421052632,1.98636130340272,1.83484130905533
0.387367159358956,0.1521300697785,0.333522095802546,3.14726292512993,15.7894736842105,0,2,1.57894736842105,1.87947375120649,2.4909709742816
1.87030420228138,1.34838410592541,1.30125427323947,11.5696421639905,16.8421052631579,0,2,1.68421052631579,1.40169542465297,3.09389631624485
0.0972189263160295,0.238662923150353,0.443231424449938,3.90426717515701,17.8947368421053,0,2,1.78947368421053,0.754514512859201,3.57828101879279
0.500002284283924,1.4507255646187,1.41933955289167,8.28735537770482,18.9473684210526,0,2,1.89473684210526,0.210859490603607,3.89163448340127
0.540210968640678,1.01822150664854,1.9303055397366,11.141377404574,20,0,2,2,0,4
0.523505582076986,1.07637318460642,0.112947846879164,2.85884112984022,0,1.05263157894737,2,0.105263157894737,0.210859490603607,3.89163448340127
0.140176864959104,0.606958345790709,0.292326349418358,3.10867372690664,1.05263157894737,1.05263157894737,2,0.210526315789474,0.421718981207213,3.78326896680254
0.697905242551251,0.0510170438595172,1.51064433367262,7.48928832356732,2.10526315789474,1.05263157894737,2,0.315789473684211,0.965374003462807,3.46991550219406
1.36874620951477,0.503107666435065,1.54687933027731,7.92434883831342,3.15789473684211,1.05263157894737,2,0.421052631578947,1.61255491525658,2.98553079964612
0.651315845534389,1.83049374141273,1.59163172613237,10.0796496977655,4.21052631578947,1.05263157894737,2,0.526315789473684,2.0903332418101,2.38260545768287
0.86392194825658,0.90112562503452,0.0657502396120382,4.57787257359264,5.26315789473684,1.05263157894737,2,0.631578947368421,2.19722079400633,1.72647579245661
0.631174728350131,0.189940442091908,1.90651971743295,4.77324370824646,6.31578947368421,1.05263157894737,2,0.736842105263158,1.88814106222935,1.08824363409533
1.24799991389294,0.576681813307561,0.78688892525087,4.01499385341001,7.36842105263158,1.05263157894737,2,0.842105263157895,1.29343883607594,0.537071340149788
1.03240868248359,0.373219407830992,0.225584660786984,3.02411668924273,8.42105263157895,1.05263157894737,2,0.947368421052632,0.66391133248118,0.132686980988291
0.558624141544065,0.704842816604526,0.936553909335603,2.75466894957502,9.47368421052632,1.05263157894737,2,1.05263157894737,0.265042248902972,0.0810881234041754
0.222254886546848,1.73873955449088,1.59039640278174,2.6467242466673,10.5263157894737,1.05263157894737,2,1.15789473684211,0.265042248902972,0.0810881234041756
1.67410022205953,1.13675495794237,1.74021723534749,4.65735383108472,11.5789473684211,1.05263157894737,2,1.26315789473684,0.663911332481179,0.132686980988291
1.59871372898013,0.601849628374297,1.08219934724159,5.53505755420267,12.6315789473684,1.05263157894737,2,1.36842105263158,1.29343883607594,0.537071340149787
1.94842359448831,0.722811570150978,1.65518149340461,8.17107035025763,13.6842105263158,1.05263157894737,2,1.47368421052632,1.88814106222935,1.08824363409533
0.124061271647328,0.287131961568581,1.36885248088935,4.54734290792774,14.7368421052632,1.05263157894737,2,1.57894736842105,2.19722079400633,1.7264757924566
0.750385760934575,0.926269961668504,0.588148541673903,6.61889190603286,15.7894736842105,1.05263157894737,2,1.68421052631579,2.0903332418101,2.38260545768287
1.41245540852186,1.59028047851018,0.179286100247353,8.0746176901326,16.8421052631579,1.05263157894737,2,1.78947368421053,1.61255491525658,2.98553079964612
1.95297125609322,1.40260309561056,0.438331119612158,8.56027145303795,17.8947368421053,1.05263157894737,2,1.89473684210526,0.965374003462808,3.46991550219406
0.143492483259828,1.39879772073,1.99271208549782,10.1717695287546,18.9473684210526,1.05263157894737,2,2,0.421718981207213,3.78326896680254
0.869633599502743,1.24170092710581,0.36838582115933,5.63433763228559,20,1.05263157894737,2,2.10526315789474,0.210859490603607,3.89163448340127
1.45383123563331,1.19272516878096,0.578517426592248,5.50735191350072,0,2.10526315789474,2,0.210526315789474,0.754514512859201,3.57828101879279
1.54783352746084,1.93985952307692,1.95882236153862,11.3067425135591,1.05263157894737,2.10526315789474,2,0.315789473684211,0.965374003462807,3.46991550219406
1.86696997020641,0.848058409089297,0.331874644075988,5.13604865031426,2.10526315789474,2.10526315789474,2,0.421052631578947,1.5090290257184,3.15656203758557
0.339915061045802,1.27945551670566,0.0859105003970135,5.18822274563466,3.15789473684211,2.10526315789474,2,0.526315789473684,2.15620993751217,2.67217733503764
0.327083441307053,0.540679881175017,1.72912552210321,7.7181920468375,4.21052631578947,2.10526315789474,2,0.631578947368421,2.63398826406569,2.06925199307439
1.62074632973803,0.363448703365907,0.667263602908194,5.25452943847491,5.26315789473684,2.10526315789474,2,0.736842105263158,2.74087581626192,1.41312232784812
1.70951312650373,0.152007797605814,1.73208490405392,5.21667374759445,6.31578947368421,2.10526315789474,2,0.842105263157895,2.43179608448494,0.774890169486848
