X1,X2,Y,U,V,Beta0,Beta1,Beta2
1.1131621652162,1.41676131076335,8.02701477131142,0,0,2,0,4
1.44980106528438,0.178780049902824,2.86077481815363,1.05263157894737,0,2,0.105263157894737,3.89163448340127
0.715121965900166,1.02877162832453,6.00621110392968,2.10526315789474,0,2,0.210526315789474,3.57828101879279
0.896845948970869,0.1336394725312,2.55437064525669,3.15789473684211,0,2,0.315789473684211,3.09389631624485
1.39108681191485,0.971914417339971,4.68735199863792,4.21052631578947,0,2,0.421052631578947,2.4909709742816
1.53163064628065,0.917161421907401,4.45077151653972,5.26315789473684,0,2,0.526315789473684,1.83484130905534
1.3978823052528,0.82413049235042,3.86778007233146,6.31578947368421,0,2,0.631578947368421,1.19660915069406
1.86200378941941,1.30711919919191,4.09658197419928,7.36842105263158,0,2,0.736842105263158,0.645436856748518
0.191859854794405,1.25782828821795,2.28306635033407,8.42105263157895,0,2,0.842105263157895,0.241052497587022
0.774728781655114,0.858126703094442,3.17201832834484,9.47368421052632,0,2,0.947368421052632,0.0272773931945554
0.972123786237314,0.525766977273874,3.05089512353081,10.5263157894737,0,2,1.05263157894737,0.0272773931945551
0.558307283197004,0.631290736235652,2.27822614940268,11.5789473684211,0,2,1.15789473684211,0.241052497587021
0.238246212498375,1.69510292951683,4.00178914810012,12.6315789473684,0,2,1.26315789473684,0.645436856748518
0.700809436226352,0.276911476181222,3.64261527547135,13.6842105263158,0,2,1.36842105263158,1.19660915069406
1.44990783440638,0.854924479917571,5.6955451144003,14.7368421052632,0,2,1.47368421052632,1.83484130905533
0.387367159358956,0.1521300697785,2.40949618042,15.7894736842105,0,2,1.57894736842105,2.4909709742816
1.87030420228138,1.34838410592541,9.82543314777236,16.8421052631579,0,2,1.68421052631579,3.09389631624485
0.0972189263160295,0.238662923150353,2.99218895071547,17.8947368421053,0,2,1.78947368421053,3.57828101879279
0.500002284283924,1.4507255646187,8.10359900967706,18.9473684210526,0,2,1.89473684210526,3.89163448340127
0.540210968640678,1.01822150664854,7.49304127222177,20,0,2,2,4
0.523505582076986,1.07637318460642,6.38117689491663,0,1.05263157894737,2,0.105263157894737,3.89163448340127
0.140176864959104,0.606958345790709,4.04304533952321,1.05263157894737,1.05263157894737,2,0.210526315789474,3.78326896680254
0.697905242551251,0.0510170438595172,2.37525443534382,2.10526315789474,1.05263157894737,2,0.315789473684211,3.46991550219406
1.36874620951477,0.503107666435065,3.99684764770139,3.15789473684211,1.05263157894737,2,0.421052631578947,2.98553079964612
0.651315845534389,1.83049374141273,6.82242172240524,4.21052631578947,1.05263157894737,2,0.526315789473684,2.38260545768287
0.86392194825658,0.90112562503452,4.04015599280087,5.26315789473684,1.05263157894737,2,0.631578947368421,1.72647579245661
0.631174728350131,0.189940442091908,2.54655289134487,6.31578947368421,1.05263157894737,2,0.736842105263158,1.08824363409533
1.24799991389294,0.576681813307561,3.15619498469891,7.36842105263158,1.05263157894737,2,0.842105263157895,0.537071340149788
1.03240868248359,0.373219407830992,2.79592130375606,8.42105263157895,1.05263157894737,2,0.947368421052632,0.132686980988291
0.558624141544065,0.704842816604526,2.54906680665756,9.47368421052632,1.05263157894737,2,1.05263157894737,0.0810881234041754
