Y,MLR_YH,ANN_YH,GWR_YH,GWANN_YH,AGWNN_YH
8.02701477131142,6.61645926375322,6.49113473189891,7.79831093785498,8.43141452228406,8.19282361619455
2.86077481815363,5.14906874922197,5.00946016016688,2.91551685829339,2.9040938506206,2.88161533247116
6.00621110392968,5.14856959371894,4.97361454454225,5.63396648771998,5.19655634372709,6.00985317493057
2.55437064525669,3.96407855611319,4.07752049939971,2.71893216505624,3.12957164933636,2.64415232999671
4.68735199863792,6.40338141179535,6.26231851618032,4.74669282524729,4.92931294173406,4.6059570280564
4.45077151653972,6.59002015196051,6.48136075593498,4.39767559407979,4.43413512036398,4.51783416853406
3.86778007233146,6.16136973941979,5.99681532406497,3.88062953699743,3.76215792490366,3.94163235501249
4.09658197419928,7.92585716397069,8.13793904490209,4.38519274912338,4.23938668953446,4.02348312449863
2.28306635033407,4.49728544058309,4.43298570342779,2.47262691754913,2.4971702263024,2.32086622332521
3.17201832834484,4.97273469495325,4.82297379987609,2.94225925611558,2.70826473832001,3.53010730405941
3.05089512353081,4.79301539283079,4.68204646119588,3.06410585742443,2.7788542123219,2.76559962620607
2.27822614940268,4.14715175007356,4.18446309815567,2.72907412518204,2.6136843993246,2.583614189889
4.00178914810012,5.34647584452166,5.15037171195197,3.48490422832626,3.58748958049461,3.95262814136409
3.64261527547135,3.81946107065598,3.97619962634951,3.26689833969334,3.02935666094259,3.6589544065232
5.6955451144003,6.31877803761248,6.17130413802674,5.92672820022316,5.97236459182786,5.71496760630323
2.40949618042,2.9761797125685,3.50082497919802,2.29485023370558,2.51666501354778,2.5540124242163
9.82543314777236,8.01384702573113,8.2507993410744,9.61207812401316,10.3395424858508,9.72267985717638
2.99218895071547,2.54502911162392,3.29708268415755,2.88364128129433,2.7915212389113,2.90962874599613
8.10359900967706,5.44777434688267,5.24436752565662,8.26604446871668,8.10591006260402,8.31772042774159
7.49304127222177,4.78018246369747,4.65739300495451,7.02689812661101,6.63553730581804,7.39920538974482
6.38117689491663,4.84732365813098,4.71210162959194,6.11307551156931,6.00499587337703,6.33969215363416
4.04304533952321,3.26804631775267,3.641900273154,4.06612306072518,3.63966991683677,4.14545186055245
2.37525443534382,3.42292833082891,3.74453301223974,2.34834882994184,2.77728431503627,2.12944011642395
3.99684764770139,5.54778648627331,5.36992672124141,3.9586803018743,3.97143308938204,3.99527100094452
6.82242172240524,6.40754311572227,6.23947734349462,6.74071150566282,7.73991140478673,6.90141923289783
4.04015599280087,5.22565595306457,5.04682951852177,4.34588713070104,4.30149712688381,3.85032749618863
2.54655289134487,3.52963566966249,3.80090303798515,2.59320428886302,2.65070774223987,2.52430284070212
3.15619498469891,5.43333278265168,5.2547030331374,3.35478786007245,3.04050802527214,3.29680457033166
2.79592130375606,4.64984003843591,4.57161380056286,2.92389852684067,2.63204138530923,2.95181781160336
2.54906680665756,4.27500565188187,4.27360222256923,2.596342629572,2.48095573410776,2.30027984589081
2.19791367268044,5.38994044294181,5.1911962100614,2.82320696151042,2.6847004399791,2.09153869770511
3.82257774452341,7.25503829487866,7.28311310047528,4.72564714898556,4.22710866281427,3.87790012375049
4.49861980413286,6.17892779004809,6.02676127978565,4.64699594183291,3.90784479447375,4.46674959932115
5.79165451079839,7.08820372155745,7.09291823261456,5.71637867105637,5.72388972150955,5.82469856797512
2.04888630053453,2.6825971027198,3.35714404285781,2.41250531845427,2.60193304338004,1.94096396423873
5.48828895490564,5.04186874750742,4.88135480352243,5.50147565155815,5.00906920837571,5.33018072648079
9.72277026230564,7.51571634297336,7.59170929115789,9.38027051341459,9.99888535067143,9.75180159549454
10.5521771652072,8.27311105669817,8.58742290862609,10.2051647405913,10.7466861520885,10.5794932279075
7.33493219388899,4.64429128398163,4.54748910011928,7.25847084206049,7.80565042981502,7.26968040094362
8.77113638849058,5.826166861226,5.62296957116782,8.34010470075,8.42603330090524,8.60414288886459
6.80523136927248,6.91091008462138,6.8532821980476,6.61173067333862,6.64120924787131,6.79821027520111
9.368253112467,8.39136860202892,8.70831704261383,8.86918185145113,10.3829897958627,9.16517591725656
5.48566997255294,7.14178244179966,7.15422251837147,5.46328988752198,5.27832457362499,5.64461445739866
5.61881198683625,4.83107186023831,4.69724091902275,5.43684463071656,5.64353019559217,5.77600177344872
3.83485407405484,3.52755952116299,3.7890995463344,3.74251051653281,3.71717317858042,3.83445921793747
3.8290340588914,5.8106819464223,5.64364621330637,3.6374860979855,3.39719912104379,3.60345186545745
3.62263556374758,5.62265696217511,5.46350753084756,3.41473401310478,3.2885438552768,3.69516652759362
1.72080273684467,2.00059942339294,3.08489777067294,1.63243319302915,2.09964530066519,1.69205513359201
3.36202733378928,5.16073588409306,4.98040075608838,3.32196307591735,3.06637857649757,3.30142881119331
4.97797965106869,8.23927191072421,8.52722175928123,5.39862315537934,5.78121195813201,4.96551067890266
2.89423368303982,4.16599041491958,4.19206403577751,2.60186542269915,2.52703699676333,3.42219771333074
2.0786804080744,3.47420748132799,3.75654546590893,2.3570362109334,2.42021740288802,1.54085341519031
4.60495688303984,5.27750642243062,5.12864384372633,4.33163904777723,3.58831170499559,4.61381508199637
5.26664134777079,7.41345843561405,7.46954565915667,5.74186892204367,5.8066051829624,5.25348362543337
2.97245955613864,3.11439125818954,3.57136411896518,2.72289107337255,2.92323822148979,2.8757898602937
7.90122037963668,6.79514222979506,6.69778210531128,7.45653092178144,7.94474939058845,8.03332315303427
5.50890760362907,4.53169593002194,4.45902583957977,5.51916623350778,5.61613644014493,5.62927864155213
3.4854942471264,3.12311867544007,3.57371294177467,3.4580134206637,3.9026345019522,3.27388071627227
4.46413339850571,3.49445920297661,3.77135174250213,4.3201133695855,4.56264083024673,4.79252203387287
12.1002899290021,8.38929054693238,8.70984668270538,11.8071346630124,12.7865680083847,12.2460237724438
4.19966082410669,4.54917194824395,4.48347346453608,3.98507457519834,3.48372210492264,4.40742774762956
2.56156029976295,3.00380966034813,3.51163717122097,2.52960988368719,2.64277237624453,2.2907322745481
7.60124410229491,6.89953526530107,6.81084113941658,6.98481872823876,7.63206597028029,7.86314302958246
6.34392268869483,6.53240334320392,6.38820919470501,5.87349040617089,6.19794764532987,6.4377037723458
4.11356541088703,6.41839275484305,6.30630554212971,3.80168588052399,3.63034718719211,4.03879966866173
3.55914123379322,5.42339368653547,5.26604768475258,3.41252925937523,3.27173900818267,3.90455177182737
3.18992961226182,5.59644078494527,5.42736532230983,3.53130681814394,3.32048319511351,2.91734523527028
3.53145529393288,5.66755107146713,5.46717217508814,3.79283505998172,3.50540904508608,3.79650826379446
4.47009563405571,6.9383182528531,6.86069007572266,4.59556374767718,4.63178351751852,4.47194759708464
5.67246312400157,8.13325452565077,8.38295411064502,5.5823570782302,5.61931413492715,5.72029612036817
6.20781898530562,8.47657286626727,8.82348108586445,5.94621182796466,6.00895163603017,6.23401415586097
3.98252010886962,5.65332521464511,5.44417847101732,3.85393715040377,3.74063674808499,3.85419594055313
2.63537183828729,4.72852981596942,4.61520431895864,3.52515677683311,3.46485133050707,2.80042000571242
4.14795408406658,5.37892325149771,5.1936120572597,4.36415986427878,4.08691700278873,4.33102907220202
5.62996000285574,6.96502291282062,6.91244313424948,6.05474147863585,6.21650386443673,5.52352653824223
4.35870019318508,4.26804065528651,4.28580029510441,3.98378358403335,4.00048943618274,4.53583203833864
8.53258431003557,8.18198117802514,8.45843802304882,8.54888790727271,8.3753777059669,8.48973115943668
6.08653465399496,5.10189257166186,4.94116145372474,5.74033363702657,5.61250336116886,5.95791871679783
7.65752105832677,5.2340188949164,5.04976517726679,7.31746655048043,7.79826940690982,7.50646028456022
9.28140663077738,6.37556710970914,6.20543682700238,8.76171926602632,9.27381633070417,9.2271552599785
5.86405564524807,6.15380735127667,5.96600277915137,5.6084273464087,5.44951707404505,5.71189440240844
3.23655862546447,4.49864594329312,4.44318865350821,3.60192094937203,3.71557752337698,3.36604046442324
4.85208860586977,5.20786703523736,5.02434110016672,4.5854608498164,4.51951796538132,4.85254579183102
5.7313557413289,7.57032942934209,7.64865115621656,5.67736058025258,5.60634312702432,5.7717986076759
5.46582731703698,8.00248223846245,8.22564584917105,5.03333118386494,4.63253602391971,5.21033220030447
3.5092068523531,6.11683579809278,5.93537970059846,4.0665362049992,3.98429243704854,3.60871662387208
3.57747068468257,6.06190728826681,5.90676437920888,3.85552822054333,3.80675278411161,3.44012359540097
4.16299054591077,6.30831125311338,6.13095562424032,4.34143189764611,4.38193888814166,4.08689646199275
5.72330514227332,6.90954556269366,6.85777513446861,5.19221111355062,5.16163791649549,5.72256812731399
2.81566272787819,2.85958333158754,3.43840272580011,2.85852741464796,2.91711962407497,2.73878129766796
4.2047499735416,4.85226039802383,4.75395914096961,4.3222418576352,3.9678035530164,4.21678712411401
5.08802289153582,6.11241544407403,5.92792147903694,5.09136003297244,5.00468928315806,4.83866972500445
4.53103343949607,5.2069417140705,5.03918851252884,4.40044874062783,4.35198841069345,4.43817529738664
2.76285937406456,3.50005005341068,3.77014255395459,2.99129151874506,3.24167581124231,2.72284562065126
4.19765020024571,5.06638669654202,4.90479296034403,4.37683371948876,4.26989769186003,4.05518607824308
6.74896701089941,7.75422836367949,7.89864227091915,6.96161059472763,6.96108465634059,6.71291819119061
4.14989086459886,4.09320613455222,4.14259920084534,4.03051777252766,4.05272861713615,4.13320374441365
6.49775600836652,6.03177459523393,5.83839367446101,6.45337826647519,6.24399181129773,6.47664756052152
9.01604456901422,7.76327084191863,7.91860881254048,8.89988304221765,8.87367424275963,9.28928439061943
7.41116623996237,6.29495162687159,6.17092793345539,7.25937075135943,6.96313527826846,7.29654294462552
