ID,MLR,ANN,GWR,GWANN,GNNWR,AGWNN
0,0.953050863,0.949722924,0.40694399,0.39107393,0.369234736,0.355197471
0,0.977632058,0.980030506,0.469189007,0.46363683,0.470880124,0.454128295
0,0.954689608,0.952437404,0.497798113,0.488464675,0.477112988,0.451484746
0,1.033216993,1.031805282,0.563629734,0.552113163,0.565218413,0.537213551
0,1.006296486,1.012961522,0.41989645,0.404420257,0.405252236,0.374716133
0,0.929729181,0.923030042,0.407355918,0.386425678,0.389381373,0.360241339
0,0.967913222,0.965603016,0.471352952,0.454548731,0.445851514,0.430392532
0,0.997072293,0.989093587,0.475823345,0.462888281,0.439575738,0.402124793
0,1.077697425,1.082812716,0.676101649,0.672805374,0.654229284,0.644471719
0,1.107024853,1.106206259,0.674489214,0.666918907,0.649118856,0.662528516
0,0.991736508,0.992078135,0.438392323,0.411429371,0.389834677,0.351053564
0,0.93694099,0.932918359,0.355070845,0.338227764,0.332401418,0.293340305
0,0.98625891,0.982445316,0.443451269,0.434371191,0.432907604,0.411012711
0,0.992039196,0.990384697,0.42713561,0.408974743,0.422905927,0.385445499
0,0.968310813,0.971751723,0.432498813,0.41767618,0.423138878,0.38314507
0,0.955826061,0.960296079,0.383919836,0.364585239,0.362318423,0.341243855
0,0.954717454,0.948596938,0.338647214,0.300741728,0.307831554,0.276258415
0,1.071325517,1.068501852,0.587451562,0.579805661,0.58082539,0.551191979
0,0.961144597,0.959200817,0.418093983,0.392413513,0.389155548,0.358286816
0,1.06090396,1.056749626,0.58939516,0.576473981,0.551995333,0.551872931
0,1.059721758,1.059424711,0.592766905,0.582026858,0.580239624,0.575911565
0,1.041617993,1.031118902,0.532422047,0.524970929,0.486799253,0.484499256
0,0.942402303,0.938578099,0.406648027,0.385032679,0.400907146,0.372672603
0,1.029310721,1.015265705,0.526250868,0.520697406,0.502522099,0.47588525
0,0.99419343,0.994089859,0.519184902,0.511755681,0.504880558,0.487634589
0,1.005014498,0.99599793,0.348619853,0.322783877,0.318978929,0.28789307
0,1.026768179,1.019339036,0.578935591,0.573795111,0.562552284,0.537618828
0,0.962692401,0.954806877,0.414247591,0.396133253,0.379518175,0.342627036
0,0.95125978,0.953779172,0.372128955,0.349098679,0.36593201,0.324617385
0,1.09661285,1.093027565,0.59450966,0.59206708,0.586121894,0.571418007
0,1.152973505,1.146445569,0.786917763,0.787994096,0.777870983,0.771277898
0,1.020327196,1.019116242,0.608471123,0.599360525,0.563304389,0.56692246
0,1.000749018,0.995767649,0.465448519,0.443137587,0.421486244,0.411803042
0,0.99087272,1.00189087,0.348027401,0.327913124,0.31969283,0.286291714
0,1.079875968,1.07421726,0.516263782,0.51365179,0.486114363,0.468230156
0,1.003213318,1.001789858,0.498469375,0.489639685,0.476514271,0.464305306
0,0.962099171,0.964705955,0.502754057,0.485619709,0.464137292,0.444973165
0,1.012942348,1.014681252,0.54057924,0.535901938,0.522702893,0.501397617
0,0.998025189,0.98407957,0.496344629,0.484369287,0.47074269,0.451493063
0,0.983925921,0.975453481,0.470440274,0.452556479,0.423095648,0.414149835
0,0.989826071,0.987494223,0.541684578,0.536155649,0.503806752,0.511699484
0,1.058421178,1.057992537,0.58756148,0.574291591,0.552930086,0.555754986
0,1.01348517,1.006282131,0.567047861,0.555573703,0.536849149,0.516761614
0,1.149416656,1.144981417,0.697604514,0.686800137,0.664532014,0.663046275
0,0.948245398,0.954563389,0.349698289,0.316227959,0.32651326,0.304030724
0,1.020951713,1.016256145,0.474712995,0.458035574,0.416025534,0.409549775
0,0.940341648,0.923752226,0.436210599,0.412737824,0.392496644,0.373531702
0,0.973561565,0.990394751,0.351424749,0.32689938,0.340282746,0.301347688
0,0.997427281,0.996274866,0.478552766,0.465534501,0.44406293,0.426588051
0,1.108336937,1.102539873,0.624907688,0.625958951,0.601829316,0.598286376
